a,b,opcode,faulty_result,fault_type
2825098832,2056018421,5,3735928559,0
2493155881,1622242753,5,3736059631,1
3422663832,632453963,0,4055117795,0
4129482476,3310360202,4,863170662,2
3561717928,1419705769,0,686325329,1
118208782,4080297702,4,4114604008,1
355448106,358227242,6,3735928559,0
1333133214,2624448056,6,3541572006,2
1684333512,1696810442,3,1701308354,1
899729771,3820465863,0,427325490,1
1560649146,1645652932,1,4209963510,0
1227871122,3659963060,1,1862875358,0
3274936454,2104358394,5,3735928559,0
423960882,3738066621,2,3347808143,2
4064912612,1698942922,2,1614906560,0
3499468961,1197844878,6,2549088559,2
2246385163,4152529135,2,2239762443,0
459334966,3132180597,7,3735928559,0
902676331,1147529096,4,1906858179,1
1307804059,1228817810,1,2226469897,1
2525290541,632774475,7,3735944943,1
2401039902,112395533,3,2310009619,2
201563416,1756240849,7,3735944943,1
2696946753,2646565947,1,50380870,1
703588691,2870567510,7,3735920367,1
4050057954,2188632580,2,1930762470,2
3964712152,155077906,7,3735920367,1
2625704505,4068980453,0,2332608798,1
361303851,1083202945,0,1981377708,1
330650919,1356200353,6,3735928559,0
2183281156,741155672,5,3735924463,1
175018772,2300163090,6,2205624070,2
3635208881,717411669,7,3735928495,1
361442091,2058427381,2,276892449,0
2478907943,1112145796,6,3515407779,2
4090996455,3706687673,0,3502716832,0
1843772379,1689915337,4,157266962,2
3502005921,356965674,1,3111485815,1
2732990533,1101071747,4,3813090758,2
3108377714,4283383038,0,3096793456,0
3084888687,1128664454,3,4158631919,0
477206328,544641344,7,1007093368,2
2064493046,3804175045,2,1645021380,0
979525492,484340025,6,649866829,2
505186108,354521898,4,188552214,0
183252245,4038151905,2,10486785,0
2710302275,1689641929,4,3309178250,2
311937829,1626774977,5,1918981860,2
2909266522,64366343,0,2930885981,2
101342476,3098404465,7,3735928559,0
1533076918,4225745655,0,3611338925,1
2927122524,716765013,0,2227220233,2
3490386592,962595186,6,3752705775,1
1854600669,2262626317,1,3886941652,1
3167502969,3479427742,4,1940887779,1
3185627771,1206023055,0,96683530,0
1908484579,244466461,0,2152983808,1
571580228,3399269525,7,3735928557,1
4137777389,695866706,3,3755699647,2
1188870029,2841625682,4,4018369495,1
594214214,3325727372,3,3847253962,2
199934231,892166506,3,1072685439,0
3579559082,1047465852,0,332057638,0
1565150650,3315687563,7,2565549361,2
2458066469,419791666,7,2340855063,2
2760866889,2321854484,4,787205213,2
636617547,2926063708,2,2342138647,2
1128175494,2628745785,0,3756921279,0
1750197712,2518831148,3,4269536764,1
65648391,3038920810,3,3066820461,2
1953169384,2783419979,4,3515703715,2
1982421996,301860131,4,1742165711,1
1692493257,2628191289,4,4165362160,2
3931641044,864249191,0,3655037363,2
1479615920,1091582338,0,421600306,2
3971554009,268482336,0,4240027129,2
1236365203,1907646947,0,939855472,2
3832674504,2933337693,2,2756786248,1
1109830020,2510923819,3,3616473519,2
2306808850,2843672658,2,2306801746,1
3895170768,3076123246,2,2684978752,1
1837860827,1397913510,4,1054470269,2
2155445248,2279885839,0,140363791,0
2253611532,749214041,1,2868607829,2
1742157263,1211753872,5,3735928559,0
3036259433,998493559,2,813794401,0
3963050200,1306348955,7,2716472643,2
1551413688,3689345719,4,2275295503,1
2555206192,1005409143,4,2745174471,1
1779824084,59213575,4,1771205587,1
1956752873,1172474763,3,1977854955,1
1837140955,3228975744,4,2918631771,2
3807173317,2552756784,0,2064962805,0
3003308646,1476114863,5,3735944943,1
2084679672,2205592582,4,4281795582,0
1894725601,3400826005,0,1000846454,1
810437984,4070334181,6,3735928559,0
841973092,347354921,4,647711309,2
3149681271,924128622,3,3216856959,0
1788852693,876074344,1,912778349,0
3581411498,127910671,0,3538404261,2
3197877373,1194235278,6,4189399539,2
510020924,3568690857,0,4082906085,1
2917650523,3617733807,3,4159175935,1
1557269945,160312595,1,1432101034,2
853295461,684074833,4,437937716,2
3432517785,2635204666,6,1368004771,2
830211938,4063587044,3,3276369286,2
3201975421,753819481,1,2439767332,1
1994288109,3836215497,5,3735928559,0
1472319919,3987152091,4,3127299444,2
940810096,2200359942,7,3735404271,1
1587035581,3042303594,2,353377320,1
2825674320,3179738235,5,3467493103,1
3158279288,2071693814,4,3343125902,2
298621731,1018407801,0,1317029532,0
3721479867,2265771534,5,1524476085,2
108069644,3876559054,1,526477887,1
2901204057,1554149305,4,3763254240,1
2052046836,3136610933,2,977576692,1
2633792057,24285954,7,3735928559,0
50067717,656163662,2,635943499,2
1551454648,2222961160,0,3624330160,2
3618934447,1953706472,4,2714222407,1
2062986229,2787151948,3,3705027513,2
2684724800,313066277,6,3735928555,1
3095138416,382466349,4,2931292509,1
1579504060,2558199856,2,404815920,0
678848848,3503254177,4,3099132913,1
4210241269,2055712757,7,4272799471,1
3393720980,3042485866,4,2131801342,0
3695380664,3476069534,7,3735928559,0
591399750,2214224903,6,3735928559,0
2866443349,1540610999,2,4043943906,2
2977958499,2895372377,7,3735928527,1
3024713320,2405688350,6,3735928559,0
756655450,239306012,3,794535263,1
1434853291,1747376592,2,1033946747,2
1818914264,2731313221,2,541722688,1
1173562251,2116325884,1,3352203655,1
3531541156,211258649,4,3739780029,1
2671349310,4186685683,6,3752705775,1
1644522436,775308124,1,1278421144,2
3441250458,202774808,7,3668819695,1
1427493290,219284250,4,1476907696,0
1496639922,104030988,0,1600670910,0
1641741763,1974301675,2,343379496,2
2032927730,1149480329,1,883447401,0
232868635,3600885933,1,926949996,1
2465796645,1743280079,3,4160313327,0
2375340571,3225108096,0,1307578523,1
1093533058,2184462852,2,2113536,1
456559414,426378034,0,39618564,2
4065046244,2336418838,0,2030650098,2
1615881664,2539227182,1,3371621778,0
3099640433,2113835003,4,3309194634,2
4000344284,200038167,7,3735928559,0
1979392491,1520253877,4,795218526,1
3350389391,3757504191,6,3735928559,0
3920927443,3944547030,7,44668933,2
224621850,954640241,7,897962603,2
2271383054,4173796593,0,2150213375,1
45957893,238742300,1,1954699241,1
4134570220,2504119850,4,1664179910,0
462554423,2180658691,0,2590520116,2
4272807165,2675576382,0,2653416251,0
3126868084,1477020080,6,3735928559,0
152456466,3026910312,6,3735928495,1
4280299262,453971254,2,452987958,0
2111679483,3045948523,3,3360741264,2
2278569487,2319955476,3,228032539,2
3546705574,3933611732,7,3736977135,1
3045573227,41413380,0,3086986607,0
1183539597,4041896161,0,3059814764,2
3701044409,3839825609,6,3467493103,1
2741252678,510970684,0,3172006266,2
739005784,970348403,6,3735926511,1
1852646364,406831920,1,1445552300,1
7595264,562171715,2,569502275,2
3501824673,700456787,4,4185507314,1
804207967,3284046471,5,3735928575,1
379179309,3094741616,7,2934952797,2
2564241457,2301607954,1,262633503,0
115043085,181211925,2,315163397,1
1248038292,706454356,7,3735928559,0
160240915,3789784771,6,3735928559,0
3998148316,3161985144,3,4269471484,1
2951554655,297818915,1,2653735868,1
474093368,290671906,2,272762144,0
3823848647,3242222210,3,581643845,2
3817743047,2457838628,2,2181964292,1
2221216776,985821045,1,1235395731,0
2373808666,472519480,0,2438422818,2
2886049880,2824497744,4,73386504,0
1380180900,851697509,4,1619016897,0
57686278,2853404756,0,2841885010,2
3830837448,610744648,7,4272799471,1
2082337784,3666424501,4,2794766669,0
1101976963,1302258587,0,2404235678,1
1477858224,4259283707,1,1513541813,0
2555225648,2352530456,4,343237288,1
2741692486,820121441,6,2475222823,2
720466773,395024175,7,3735928559,0
4011715294,3922865363,1,114279949,2
1960602089,743930200,4,1351291057,1
1641801155,1781273556,3,1811936727,1
1059450750,1797889494,5,3735944943,1
3249554563,1349185440,4,299543331,1
1608764351,585816901,0,2097746170,2
580717381,3130265717,5,3735928559,0
1664236486,906058092,6,1429430954,2
415064881,3457220252,4,3601702061,1
3621985967,2267884558,7,1355690657,2
3646636210,4011892446,7,3740122863,1
1432096682,336064808,3,1096547970,2
1293945242,1776767443,7,3727539951,1
4260068603,3318706827,0,3283808134,0
3863488716,954602353,1,3735960509,2
815586145,3185789051,4,2373948186,0
3363945617,3764426944,1,3894485969,0
3209933950,706573140,0,3916507090,0
2766022729,1945796071,2,551169089,1
1102435715,2918056027,0,4020491742,0
1258209173,3146992247,5,3735928559,0
1932287974,3621891759,2,1394609830,0
2305056786,2116662268,4,4149072846,1
3791909060,536576319,7,3752705775,1
965351795,760060762,5,3735928559,0
4285778686,973695860,2,436292212,1
1899150306,4050208994,0,1654392004,0
3423855256,1339813279,0,2210926343,2
2031192562,1592359869,3,2147089343,1
1510608820,2852695124,1,4026622816,1
2310394899,1443664300,0,3754059199,0
502669115,2594186293,0,2270575374,2
442603828,2866848341,4,2961259361,2
4184145650,3556652711,4,781895765,1
4063434468,2696454721,0,1384887461,2
4250065146,3869102285,2,3826307272,0
3670640309,4095771368,0,3471452573,1
2298752530,462917431,3,2459148581,2
4232881400,2417511968,4,1817504472,2
2436760098,1983075820,4,3876411342,2
1031756666,253645086,0,845220452,2
4121228011,95745803,5,3735920367,1
2940558942,1045441916,4,2434102048,1
3318437003,155964178,4,3430975385,2
3250837123,4037738721,1,828954210,2
2771803210,1791849429,2,537153600,0
4060409572,4197616884,4,137781808,1
224542490,4054003427,7,3752705775,1
2043052531,377964333,3,2143799295,0
1854752221,4128426220,7,3735928557,1
2145104895,1010009464,2,1007911288,0
332527399,2110394363,1,1847326940,2
105487116,1572313019,4,1543376119,1
2765634121,894794602,0,2441953571,2
2349257240,1260186006,0,3340385166,2
388329774,3739866301,4,3385632147,2
3137742966,983049589,7,2174618883,2
1255380373,1034472827,7,3735928559,0
3086233711,3833744585,4,1400274086,0
1513578932,1833477594,6,3735928559,0
1875898847,112255757,0,1988154604,0
1102931843,2831598673,4,3917194194,2
3225842304,4243916025,2,1018394233,2
3842390730,4019021023,2,176905749,2
1115256196,3628697776,0,2586901812,2
134841616,1865688542,5,3735928559,0
77134601,1811424215,3,1878588383,0
2261266957,1220786065,5,3456861596,2
1299708314,398296879,3,1610604479,1
1540719543,3810816710,0,3102863729,2
3456363676,397705007,7,3601710831,1
3451861659,2971664482,4,2090810361,1
390562606,3331330701,1,1354199201,0
3575428266,3491623072,1,83969034,2
4167053040,4100761832,7,202147352,2
1758267857,1568891835,6,894331498,2
1049548157,742400344,0,1783559893,1
1269575575,2203951622,0,3371273617,2
1649107908,3954243287,7,2314966291,2
650580813,968869747,6,4272799471,1
2802021454,1557947833,4,4225700343,0
2631320121,1090211713,0,3693972920,2
1206644623,2136178174,7,3735928551,1
2274002959,429640499,2,25856067,1
722314582,3445052058,3,3864721356,2
619251529,1775073235,4,3441717402,1
1819604440,3155955320,1,2958616416,0
2463129637,2224477705,7,2662186735,1
2519492652,3919256787,1,2895203161,0
6115584,1443717036,0,1445638316,1
3060422764,3493609632,0,2259065096,1
1757499345,7147264,4,1756119249,2
1813612504,1616755648,4,205814808,1
3905925329,2830830673,4,1081392256,0
2728705605,1501783987,0,4213692918,2
3226060416,2119914492,1,3188888956,2
3232596097,2561989681,4,1478057136,2
1102183811,2680242751,2,3731931068,2
2987756644,1062376318,4,2370248474,2
1194195854,1327713694,3,1328480158,1
612604745,2238315018,3,2783706059,1
2831140945,2765719113,0,208031256,2
3058361964,2890964056,7,3735404271,1
2547900975,3251591811,4,1444067500,0
1784536020,3389932692,4,2689834816,2
506619708,590355270,7,3735928559,0
2696130113,2078152183,0,478266424,1
956903282,1362535842,4,1748994768,2
3377005202,3855528139,2,3242852482,1
2561994289,1707606987,6,4252823034,2
950241649,793334622,6,3735926511,1
3673380533,71372040,4,3736230845,0
2676004927,3624399536,1,3346572687,0
2568499250,43975941,2,1572864,0
3692484792,1052927869,5,3805593541,2
3330771597,1693137353,0,729203798,1
3658669748,1922727909,4,2827526481,0
298239267,378643245,3,123168270,2
792118622,1510942644,4,1966727914,2
841793892,839551844,0,2509312,2
3309623434,1308526491,7,3735928575,1
3052993131,1442784171,0,3758610880,2
1587359677,3976144089,5,3735924463,1
4032408800,2949719647,7,1602783935,2
3384167571,320340774,4,3668856757,0
2225661961,3056436332,4,847604837,0
1482210736,4221548791,4,2747729223,2
2884157527,991032182,2,721469526,0
1514519988,2395644445,1,3566149545,2
591815494,862819174,0,1454634668,0
531681599,707786068,2,169922836,0
2787914828,2202308614,0,695256146,0
380923181,3276659846,0,3657583027,0
1546321336,4160670447,3,2882811735,2
531205951,2228529673,6,3735928559,0
2864839253,2403952158,5,3727539951,1
3876217550,3946899158,6,206210072,2
3570272937,3887297743,3,4160716526,1
541580608,1527542710,4,2068557558,0
2905064538,1894619105,3,4260349947,1
2478465063,578728260,4,2982465891,2
3484982943,1414828968,2,1141936776,0
1117085061,1122213253,0,7782400,2
1141836168,1261372822,0,255725342,1
512093501,682750289,6,3735928559,0
2386137116,1590029245,6,3735928551,1
660895054,401096495,4,814500451,1
4134599916,255874334,7,3736977135,1
3760277696,1906907619,7,3601710831,1
2782490699,1223294865,2,13201409,0
617891657,2313038867,5,2903141210,2
241340700,340585768,4,1512995892,1
781678941,2003460590,3,1509759155,2
1569625531,3158709368,0,3788014019,2
781498205,2402482718,3,2948005727,0
1705540043,1845293531,4,139757584,2
275661600,34061060,4,308934692,0
3870363853,3378916498,4,802634846,1
3572132521,3476159646,3,3757833919,0
1611345344,2780381771,3,3854266319,1
1082796417,3643988146,3,2579034419,2
95336715,604049736,7,3735928559,0
2121451004,3623371951,0,2844426579,2
124444430,984582005,2,36340484,1
2261937677,328282407,2,43032581,1
2122260988,3755753151,6,2711822147,2
3232229505,3022563944,0,1959826153,0
4254302459,211165465,6,3735928559,0
697637715,4157601519,5,3735928559,0
1490525617,2993684068,7,3937952725,2
2066005494,878690152,6,3735928047,1
3083913839,2502964778,0,1292959897,1
4222283511,595074886,5,3735928559,0
3491709088,2102088698,4,2907968346,0
430498611,6805248,4,433009715,0
943861104,2492574249,2,2899543897,2
1264284054,1803705815,0,3067989805,1
2200100358,2771910730,3,2805653070,0
551337793,1143801736,4,1693563081,0
955178353,2485330472,6,3735928559,0
3053511276,2863342677,3,3198936701,0
931728751,2048822260,7,3735928559,0
3923080915,2356224536,2,1705268427,2
2090455033,1684406728,4,285199921,1
2758559816,1904651235,3,3588940715,2
1158029706,3014276711,0,4138473453,2
811134816,658489166,4,392646702,2
3109402226,2037934578,7,3224231808,2
4094257384,1280631192,2,1140875400,0
2085628920,3333227661,4,3137154933,2
3621897903,472002360,0,3418614167,2
1356401057,3394846868,5,2592098613,2
281199905,311787301,5,39303684,2
500367675,2537799214,1,2257535757,0
191063830,2417198112,0,2675370806,1
3398563989,2532059693,0,1635656386,0
2208669703,1952183784,6,3735928527,1
874788712,3417957015,2,4288534015,2
2613965367,691312978,0,3002690405,2
3279583366,951946609,7,3735928047,1
3125150324,3110303858,6,3735924463,1
1714888652,3291330696,1,2719655748,2
1095912322,3326081676,4,2540548366,1
3349954703,3800467653,7,623560778,2
2330110997,1709375435,4,4009759710,1
357617962,4210311925,5,4020540383,2
593893190,2646474811,7,3201832829,2
1236582803,4067492580,0,3150300023,2
3108578418,958479218,6,2154307328,2
1522277813,1371359139,4,184637974,2
3414669975,2566438961,0,1400863398,2
2879991383,991666550,3,3149638519,1
2155457536,3116933235,0,967904371,2
960338802,2406958622,4,3058359660,0
1724013005,2125466621,0,410145328,2
234520347,1734198734,4,1789377237,2
3842721994,1140548999,0,688303697,0
373791532,317950245,4,78909961,0
4193375475,1099789187,1,3095177072,2
1477010864,1556845497,2,79885833,2
1414512552,1294432666,3,1567621050,0
1324233629,2118782972,6,816069729,2
3972453593,2253934604,3,4007056605,1
2927252572,1090122113,7,3735928559,0
3560411304,1369085347,0,634529353,1
2090547193,3741162685,3,4009738237,1
260750111,904509291,7,3735928559,0
1263109014,2239922187,1,3469411229,2
3354788495,2681612351,3,3757451967,0
3179428475,2531243565,0,727551062,2
4288916223,2933945949,7,1363401890,2
1805574615,516400957,1,1289042586,1
224729882,4121127659,2,1159793162,1
349475625,162833171,6,492843066,2
2396555805,3944032470,3,4024281823,0
3345098382,3380119698,6,3735928559,0
4146698990,2733067845,2,2720072260,1
3065335917,3549914279,7,3735920367,1
2438265890,2899188825,6,3735928559,0
3331245197,47515909,2,33816581,1
1737951695,2788591692,1,3244327298,1
3555544231,203275544,5,3467493103,1
913139564,2276681743,4,2983989091,1
1749545424,397528367,4,2146843903,2
273917728,4146695406,6,3735928555,1
962533234,3661378228,2,404492848,0
3491948704,1501749683,1,1990199020,1
2410454559,1849440220,4,3784321475,1
2596042805,4067462372,4,1758262481,0
3610969262,1558842297,4,2345734039,1
2909236314,2256803853,6,736326743,2
711689044,4001262300,5,3735928559,0
1024017786,2611445815,6,3735928495,1
66267911,2894415449,0,2960716128,1
1797362134,230449947,0,4175295729,1
1696010698,765677403,0,1219780241,2
3181824,686430545,7,3735928559,0
250567965,2029431793,0,2279999759,1
3757096127,1222825873,0,684954704,0
3778640578,3220866175,0,2704538433,1
3129709685,203935000,5,3735924463,1
1996566510,2291513873,7,3735928559,0
2259751949,3960751832,1,2593934645,1
2703800386,3585897131,3,1955908329,2
2201641478,1849150940,5,3752705775,1
3633837233,466402615,1,3167430522,1
197097751,2571584562,7,3735928559,0
496663355,109984525,7,3735928559,0
575125828,3484225183,0,4059875299,1
1739899343,4185699570,5,2663937341,2
1627231169,461383479,4,2071835894,2
3103275121,4022714591,4,1463679150,0
3247250563,1131038598,4,2196200197,2
2308860435,2820760144,7,4272799471,1
2090189305,499450171,4,1631633602,1
2222137864,158182162,0,2367588634,2
3797340356,1995827693,6,3735928559,0
3797254852,397758255,0,4161458675,1
2793351756,4057048803,4,1471057071,2
181939989,3590937260,2,34081284,0
1539824055,2089691129,2,1484915121,1
3922223315,3226844288,2,3225428096,0
4173443825,3129715829,0,3008192358,0
2502168618,1360590242,3,3577542058,0
3858627275,184350997,5,3735928559,0
3704034489,4188450547,2,3632727217,1
1987706860,238446364,7,3736977135,1
483867961,1079861120,7,1552573113,2
1979038187,2804682318,3,4160601839,1
2646045755,251062557,3,2683825471,1
3718082747,3831949000,3,4261402363,1
3758744768,3420207767,6,3735928559,0
1848531420,3950567638,4,2237053226,1
3641250482,1411641256,2,1409352352,1
394145070,1673004487,4,1958881513,1
1262485910,2158226433,0,3420712343,2
1745738704,3771244225,0,1222015889,1
2171160066,1061029758,6,3193389436,2
3960412376,3812511942,2,3759018180,1
2902278233,2723125828,4,246602269,2
436537652,492584762,4,123287054,0
2008490991,1256994197,2,1029379706,2
1541920695,867967335,4,1750857424,2
3877182158,1867196894,1,2009985264,0
2658361404,493122874,3,2675405886,1
4072110309,630208843,4,3609674158,0
3305688202,76909321,6,3735928559,0
299025699,3151443575,5,3735928559,0
525019966,156611346,7,371103788,2
4203274485,1898617826,0,2342681367,2
3059686508,4169424625,4,1322992285,2
3299159689,130886927,6,3735928527,1
2859821140,3724292283,7,3735928559,0
198683415,402562863,4,473510968,1
369666860,3188469884,5,3735928559,0
2027622385,4079169254,0,2348294423,2
3002458213,2857361492,1,142999569,1
3067210861,4193666803,6,1327999646,2
4267186940,1068390783,0,3254141827,2
971167603,3039829098,0,3876778973,1
2194609157,1460172206,7,3736977135,1
3453713051,1992710125,6,3735928559,0
1972949995,3218991231,6,3735928559,0
2539830830,4205814005,1,2628984105,1
2712029763,737239895,7,2320967956,2
2013391344,416437041,7,3735928559,0
3834836681,1957934057,1,2418099488,2
2366421018,1317411229,4,3280642438,1
4096230120,117301005,1,3978920923,1
993037174,1691386313,4,534776511,1
4023347423,4150415086,0,414000689,2
3560076968,4047809762,0,628546122,2
405374768,4179418866,0,3778369986,2
3525604004,2452481060,2,1074370176,2
396086575,2607418422,5,2364653849,2
3541659302,3278716550,3,276058144,2
1100076419,3167555705,6,4250715642,2
1646295492,2956082784,0,307410980,0
1120831365,2173501955,0,3294333320,0
504288572,2792780876,4,3094913392,2
2616767543,980479860,1,1636287683,0
1684090312,2078545911,4,528824895,2
407551280,4202890485,0,315474597,1
1044094332,2022683121,6,3735928431,1
4111280362,241347356,3,4017073150,1
1464919470,3937186005,4,3187430779,2
3410251926,2372773402,0,1488058032,0
842562404,2401572382,7,3735928047,1
867759975,3301455497,7,3735927535,1
192656662,767299419,4,650623565,0
3192121468,3054254700,6,3735928559,0
3697402552,1411616168,5,3735920367,1
3758399680,1059539838,5,3735928559,0
541290816,2989290596,6,2456782116,2
552265537,783276381,4,507854364,1
1391200677,1778169299,2,990952566,2
3216731263,2008635375,5,3355589520,2
72592648,1642654147,0,1715214027,1
1819766744,1508856243,0,3328622987,0
3317096075,2053830132,0,3218877311,2
1271880599,2524942380,7,3727539951,1
2379594779,692857682,1,2761529161,2
1661495238,538655552,2,1125342342,2
1843535323,2482334759,0,30902786,0
2189243396,202829080,4,2389433116,1
4268012284,2240398347,4,2077062903,1
4120998123,1416751016,0,1242781843,0
3139514998,3123971700,4,18166818,1
1513126324,642522956,4,2088527608,0
113338125,2681173055,6,2567836466,2
888075113,1980984300,4,1140693125,1
2999932517,215179545,1,2784752972,0
3643240114,1383046052,3,2336814358,2
507930940,959038834,7,661630030,2
818548577,1622514625,0,2441063202,0
885226857,2841174610,1,3412761367,1
2513901611,23696642,0,2537663789,1
1109135236,1797780438,0,2906915674,0
1786554836,1092094850,4,728015446,2
2581878835,732344663,3,3152472439,1
604978504,3784179395,5,3735924463,1
4029443808,20973314,1,4050414050,2
1036347259,3778547394,4,3707595193,2
3766247104,1899998178,7,3735928559,0
3000917093,3794833604,1,3492662177,1
4057422051,4008887005,2,522558014,2
1687923657,541374784,4,1155469961,2
1515045812,55278342,4,1493604530,1
3744841406,888716137,6,3735928559,0
1248223636,649047373,6,1825164505,2
2041813491,710074708,5,1588444911,1
2422634016,1264222102,1,3678144950,2
2135778814,1089844097,0,1069078143,2
1564532666,3581478570,0,2285492496,2
499259195,3285259911,6,3735928559,0
3501470369,1995038701,4,2791173452,2
3938980565,997354870,6,3735928559,0
534766911,3343373454,1,3633852849,2
595642183,3166417017,3,3216242559,1
2572707378,2913434715,2,2298504210,0
60247303,3666451637,4,3642151346,1
3951183063,2016402928,4,2477627687,0
3866234060,1603322815,4,3118616435,1
3585886379,4269145852,7,3735928559,0
60774663,1434040234,0,1494831281,1
1117820805,373530924,0,1491351729,0
2959412832,1879319008,4,3227594624,0
2707737666,657508174,4,2253658892,1
3541777062,2797137485,4,1973671147,2
2652973628,2016962032,7,3735944943,1
3518607011,225664794,7,3735928559,0
75933449,456128822,0,532062271,0
1807791063,3284743815,1,2750905680,1
374085420,3435802265,2,71829004,1
3496252064,2367279130,4,1568490174,1
3730459324,3968629465,3,852897893,2
2359576601,1053574525,7,3735928559,0
2071932918,2262810637,0,4255182843,2
3518176419,537168704,4,4055357411,1
4046449378,2082729976,0,1834146522,1
3269279877,2245496331,0,1219808912,0
849479525,3396247700,4,4174161905,0
584020293,3636879025,2,4194906100,2
3292757640,341621544,0,3634378928,1
2330565653,3020440680,6,3735404271,1
3914985682,1579094460,1,2335891222,0
2214884360,1693180873,4,4042233793,1
3478173342,3534356645,2,3254780036,0
248652061,2824297552,6,2793766221,2
4127065323,3853522123,5,273551392,2
2596391477,2385472540,6,3735895791,1
602344263,2211423239,4,2687020864,2
3306049674,3593308844,2,3289137288,1
4148892910,3910890194,2,1628115138,1
2925516892,1466764718,5,3733831407,1
2289936912,1457933229,7,3734757821,2
4096291560,62341895,5,3735928815,1
131576591,3967397080,1,3954057175,2
2476982311,1230412178,4,3673512373,2
3108473970,2334087190,0,844682340,2
3743517374,3925391059,6,1588444911,1
2571646002,2628126265,6,3735863023,1
1795385302,1122477445,4,702857811,2
1120363909,4232639224,7,3735928575,1
513104189,1788993493,0,1949599464,2
3410144918,3567421097,0,2682598719,0
2510909483,3784934083,5,3735928559,0
706979668,840039268,6,405953584,2
1788765653,3483527839,6,3735928559,0
3525506212,4290506495,3,4290508543,1
87638282,1431784362,1,1349388960,2
1463453102,1443763628,4,20221954,0
3648647858,1216205712,0,2432966946,2
3245251202,476955960,0,3722207162,0
3394435732,875679080,1,4267915260,2
1953888232,880387432,6,1074549376,2
1458308525,2573157938,6,3735928559,0
3456693404,1678134216,6,3735928559,0
2245493771,2715000899,0,665531470,1
3093277808,733860183,1,2481093927,2
3630390960,2951593055,5,2005852911,2
3693548728,1527416246,6,4272799471,1
552370497,3736409789,5,3727539951,1
3438616217,2931063389,7,1648452804,2
2447213603,2447370275,0,599616582,0
3976450778,3462019228,4,593095494,1
4022358751,319833382,3,4291909631,1
3367730321,3182184571,5,3735920367,1
797621599,3645914290,0,4141515245,2
3226713728,18082050,0,3242219394,2
588128582,3918855891,5,2662186735,1
3985882331,2049744372,6,4272799471,1
3627158192,3000037477,6,3735863023,1
3178835578,255383838,4,2990667620,2
744607576,1306319259,3,1639782083,2
2706281026,3111754354,2,2705887810,0
2085957624,289404706,4,1835718874,2
4168628464,1225854866,4,3010017122,1
2031877618,1654597573,2,1611343296,1
3556798632,970467699,1,3990378971,2
3054809196,2337996822,0,1095741570,1
3869945037,189746454,4,3991265755,0
2822115920,2208627207,4,731048007,1
3356855952,3734104253,6,3735928559,0
1037292923,387155246,5,3735928559,0
389291822,1475680687,6,1086391937,2
516306237,3883740366,0,105079563,1
4029013728,381239597,4,3869024205,2
3080494191,2527246381,4,557720642,0
53864198,871806311,0,925670509,0
2671985214,888163689,4,2880671575,1
1451824045,1387090853,4,69488648,1
1564724666,3948776662,0,3055436140,2
